port_name,type,number,geometry,H3_int_index_13,H3_int_index_10,H3_int_index_7
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128122047,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128224639,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128225727,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128228607,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128226623,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128231551,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128117375,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128121791,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128224959,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128224447,,
